S.No.,Application Number,Application Type,Institute Name,Inst Address,Inst Address 2,CITY,District,Pincode,Minority Institute,Womens institute,State,Region,Inst Type,Program,Course,Level,Specialization,Intake,Approval
,1-4027581,New Institute,JAIPUR INSTITUTE OF ENGINEERING AND MANAGEMENT,NH-8 JAIPUR- AJMER HIGH WAY,VILLAGE  GADOTA,JAIPUR,JAIPUR,,N,,Rajasthan,North-West,Unaided - Private,Engineering & Technology,Electronics and Communication,Graduate,ECE,60,Yes
,1-4027581,New Institute,JAIPUR INSTITUTE OF ENGINEERING AND MANAGEMENT,NH-8 JAIPUR- AJMER HIGH WAY,VILLAGE  GADOTA,JAIPUR,JAIPUR,,N,,Rajasthan,North-West,Unaided - Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,EE,60,Yes
,1-4027581,New Institute,JAIPUR INSTITUTE OF ENGINEERING AND MANAGEMENT,NH-8 JAIPUR- AJMER HIGH WAY,VILLAGE  GADOTA,JAIPUR,JAIPUR,,N,,Rajasthan,North-West,Unaided - Private,Engineering & Technology,Computer Science & Engineering,Graduate,CS,60,Yes
27,1-3982211,New Institute,JAIPUR INSTITUTE OF TECHNOLOGY- GROUP OF INSTITUTIONS,"NEWTA-KALWARA ROAD,","KALWARA, SANGANER",JAIPUR,JAIPUR,303007,,,Rajasthan,North-West,Unaided - Private,Management,Master in Business Admin,Post Graduate,Master of Business Adminstration,60,Yes
,1-3982211,New Institute,JAIPUR INSTITUTE OF TECHNOLOGY- GROUP OF INSTITUTIONS,"NEWTA-KALWARA ROAD,","KALWARA, SANGANER",JAIPUR,JAIPUR,303007,,,Rajasthan,North-West,Unaided - Private,Engineering & Technology,Mechanical Engineering,Graduate,Bachelor of Mechanical Engineering,60,Yes
,1-3982211,New Institute,JAIPUR INSTITUTE OF TECHNOLOGY- GROUP OF INSTITUTIONS,"NEWTA-KALWARA ROAD,","KALWARA, SANGANER",JAIPUR,JAIPUR,303007,,,Rajasthan,North-West,Unaided - Private,Engineering & Technology,Electrical & Communication,Graduate,Bachelor of Electronics and Communication Engineer,60,Yes
,1-3982211,New Institute,JAIPUR INSTITUTE OF TECHNOLOGY- GROUP OF INSTITUTIONS,"NEWTA-KALWARA ROAD,","KALWARA, SANGANER",JAIPUR,JAIPUR,303007,,,Rajasthan,North-West,Unaided - Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,Bachelor of Electrical Engineering,60,Yes
,1-3982211,New Institute,JAIPUR INSTITUTE OF TECHNOLOGY- GROUP OF INSTITUTIONS,"NEWTA-KALWARA ROAD,","KALWARA, SANGANER",JAIPUR,JAIPUR,303007,,,Rajasthan,North-West,Unaided - Private,Engineering & Technology,Computer Science & Engineering,Graduate,Bachelor of computer science and Engineering,60,Yes
,1-3982211,New Institute,JAIPUR INSTITUTE OF TECHNOLOGY- GROUP OF INSTITUTIONS,"NEWTA-KALWARA ROAD,","KALWARA, SANGANER",JAIPUR,JAIPUR,303007,,,Rajasthan,North-West,Unaided - Private,Engineering & Technology,Civil Engineering,Graduate,Bachelor of Civil Engineering,60,Yes
28,1-10896871,New Institute,KC Institute of Pharmaceutical Sciences,VPO Pandoga Uprla,,Pandoga Uprla,Una,174303,,,Himachal Pradesh,North-West,Unaided-Private,Pharmacy,Pharmacy,Graduate,PH,120,Yes
29,1-3142811,New Institute,Keystone Group of Institutions,"169 Km Milestone, Village Pillod
Loharu-Chirawa-Jhunjhunu State Highway",,Surajgarh,Jhunjhunu,333029,,,Rajasthan,North-West,Unaided-Private,Management,Master in Business Admin,Post Graduate,MBA,120,Yes
,1-3142811,New Institute,Keystone Group of Institutions,"169 Km Milestone, Village Pillod
Loharu-Chirawa-Jhunjhunu State Highway",,Surajgarh,Jhunjhunu,333029,,,Rajasthan,North-West,Unaided-Private,Engineering & Technology,Information Technology,Graduate,IT,60,Yes
,1-3142811,New Institute,Keystone Group of Institutions,"169 Km Milestone, Village Pillod
Loharu-Chirawa-Jhunjhunu State Highway",,Surajgarh,Jhunjhunu,333029,,,Rajasthan,North-West,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,CS,60,Yes
,1-3142811,New Institute,Keystone Group of Institutions,"169 Km Milestone, Village Pillod
Loharu-Chirawa-Jhunjhunu State Highway",,Surajgarh,Jhunjhunu,333029,,,Rajasthan,North-West,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,ECE,60,Yes
,1-3142811,New Institute,Keystone Group of Institutions,"169 Km Milestone, Village Pillod
Loharu-Chirawa-Jhunjhunu State Highway",,Surajgarh,Jhunjhunu,333029,,,Rajasthan,North-West,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,CE,60,Yes
,1-3142811,New Institute,Keystone Group of Institutions,"169 Km Milestone, Village Pillod
Loharu-Chirawa-Jhunjhunu State Highway",,Surajgarh,Jhunjhunu,333029,,,Rajasthan,North-West,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,ME,60,Yes
30,1-4472701,New Institute,Kings Group of Institutions,"near bus stand, barnala",,barnala,barnala,148101,N,,Punjab,North-West,Unaided - Private,Management,Master in Business Admin,Post Graduate,Master in Business Admin,120,Yes
,1-4472701,New Institute,Kings Group of Institutions,"near bus stand, barnala",,barnala,barnala,148101,N,,Punjab,North-West,Unaided - Private,Engineering & Technology,Computer Science & Engineering,Graduate,Computer Science & Engineering,60,Yes
,1-4472701,New Institute,Kings Group of Institutions,"near bus stand, barnala",,barnala,barnala,148101,N,,Punjab,North-West,Unaided - Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,,60,Yes
,1-4472701,New Institute,Kings Group of Institutions,"near bus stand, barnala",,barnala,barnala,148101,N,,Punjab,North-West,Unaided - Private,Engineering & Technology,Information Technology,Graduate,,60,Yes
,1-4472701,New Institute,Kings Group of Institutions,"near bus stand, barnala",,barnala,barnala,148101,N,,Punjab,North-West,Unaided - Private,Engineering & Technology,Electrical & Communication,Graduate,,60,Yes
,1-4472701,New Institute,Kings Group of Institutions,"near bus stand, barnala",,barnala,barnala,148101,N,,Punjab,North-West,Unaided - Private,Engineering & Technology,Civil Engineering,Graduate,,60,Yes
31,1-2608031,New Institute,Laxmi Devi Institute of Management and Technology,"Tijara Road, Village Chirkhana","Dist. Alwar, Rajasthan.",Alwar,Alwar,301028,,,Rajasthan,North-West,Unaided-Private,Management,Master in Business Admin,Post Graduate,"HR, FINANCE , MARKETING",120,Yes
32,1-6900041,New Institute,Ludhiana Group of Colleges,"Chowk Chowkimann, Vill.Mann",Ludhiana-Ferozpur Highway,Jagraon,Ludhiana,1422023,,,Punjab,North-West,Unaided-Private,MCA,Master in Computer Application,Post Graduate,MCA,60,Yes
,1-6900041,New Institute,Ludhiana Group of Colleges,"Chowk Chowkimann, Vill.Mann",Ludhiana-Ferozpur Highway,Jagraon,Ludhiana,1422023,,,Punjab,North-West,Unaided-Private,Management,Master in Business Admin,Post Graduate,MBA,120,Yes
,1-6900041,New Institute,Ludhiana Group of Colleges,"Chowk Chowkimann, Vill.Mann",Ludhiana-Ferozpur Highway,Jagraon,Ludhiana,1422023,,,Punjab,North-West,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,ME,60,Yes
,1-6900041,New Institute,Ludhiana Group of Colleges,"Chowk Chowkimann, Vill.Mann",Ludhiana-Ferozpur Highway,Jagraon,Ludhiana,1422023,,,Punjab,North-West,Unaided-Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,EE,60,Yes
,1-6900041,New Institute,Ludhiana Group of Colleges,"Chowk Chowkimann, Vill.Mann",Ludhiana-Ferozpur Highway,Jagraon,Ludhiana,1422023,,,Punjab,North-West,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,ECE,60,Yes
,1-6900041,New Institute,Ludhiana Group of Colleges,"Chowk Chowkimann, Vill.Mann",Ludhiana-Ferozpur Highway,Jagraon,Ludhiana,1422023,,,Punjab,North-West,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,CE,60,Yes
,1-6900041,New Institute,Ludhiana Group of Colleges,"Chowk Chowkimann, Vill.Mann",Ludhiana-Ferozpur Highway,Jagraon,Ludhiana,1422023,,,Punjab,North-West,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,CSE,60,Yes
33,1-5615591,New Institute,M.L.B. Institute of Management & Technology,"Near Sherpur Chwonk, Kothe Jiwa","G.T. Road, Jagraon – 142026",Jagraon,Ludhiana,142026,N,,Punjab,North-West,Unaided-Private,Management,Master in Business Admin,Post Graduate,Managment,120,Yes
34,1-7220783,New Institute,MAHARAJA SURAJMAL GROUP OF INSTITUTION,C-4 JANAK PURI,,DELHI,WEST,110058,,,New Delhi,North-West,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,ECE(Applied for II Shift)),60,Yes
,1-7220783,New Institute,MAHARAJA SURAJMAL GROUP OF INSTITUTION,C-4 JANAK PURI,,DELHI,WEST,110058,,,New Delhi,North-West,Unaided-Private,Engineering & Technology,Information Technology,Graduate,IT(Existing I Shift),60,Yes
,1-7220783,New Institute,MAHARAJA SURAJMAL GROUP OF INSTITUTION,C-4 JANAK PURI,,DELHI,WEST,110058,,,New Delhi,North-West,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,CSE (II Shift),60,Yes
,1-7220783,New Institute,MAHARAJA SURAJMAL GROUP OF INSTITUTION,C-4 JANAK PURI,,DELHI,WEST,110058,,,New Delhi,North-West,Unaided-Private,Engineering & Technology,Information Technology,Graduate,IT(II Shift),60,Yes
,1-7220783,New Institute,MAHARAJA SURAJMAL GROUP OF INSTITUTION,C-4 JANAK PURI,,DELHI,WEST,110058,,,New Delhi,North-West,Unaided-Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,EEE(Existing I Shift),60,Yes
,1-7220783,New Institute,MAHARAJA SURAJMAL GROUP OF INSTITUTION,C-4 JANAK PURI,,DELHI,WEST,110058,,,New Delhi,North-West,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,ECE(Existing I Shift),120,Yes
,1-7220783,New Institute,MAHARAJA SURAJMAL GROUP OF INSTITUTION,C-4 JANAK PURI,,DELHI,WEST,110058,,,New Delhi,North-West,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,CSE(Existing I Shift),120,Yes
35,1-4518161,New Institute,MAHARISHI MARKENDESHWAR GROUP OF INSTITUTIONS,VILLAGE SADHOPUR,AMBALA - CHANDIGARH NATIONAL HIGHWAY,SADHOPUR,AMBALA,132001,,,Haryana,North-West,Unaided-Private,Management,Master in Business Admin,Post Graduate,Business Administration,60,Yes
,1-4518161,New Institute,MAHARISHI MARKENDESHWAR GROUP OF INSTITUTIONS,VILLAGE SADHOPUR,AMBALA - CHANDIGARH NATIONAL HIGHWAY,SADHOPUR,AMBALA,132001,,,Haryana,North-West,Unaided-Private,MCA,Master in Computer Application,Post Graduate,Computer Applications,60,Yes
,1-4518161,New Institute,MAHARISHI MARKENDESHWAR GROUP OF INSTITUTIONS,VILLAGE SADHOPUR,AMBALA - CHANDIGARH NATIONAL HIGHWAY,SADHOPUR,AMBALA,132001,,,Haryana,North-West,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,Computer Engg.,60,Yes
,1-4518161,New Institute,MAHARISHI MARKENDESHWAR GROUP OF INSTITUTIONS,VILLAGE SADHOPUR,AMBALA - CHANDIGARH NATIONAL HIGHWAY,SADHOPUR,AMBALA,132001,,,Haryana,North-West,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,Electronic Communication,60,Yes
,1-4518161,New Institute,MAHARISHI MARKENDESHWAR GROUP OF INSTITUTIONS,VILLAGE SADHOPUR,AMBALA - CHANDIGARH NATIONAL HIGHWAY,SADHOPUR,AMBALA,132001,,,Haryana,North-West,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,Mechanical Engg,60,Yes
,1-4518161,New Institute,MAHARISHI MARKENDESHWAR GROUP OF INSTITUTIONS,VILLAGE SADHOPUR,AMBALA - CHANDIGARH NATIONAL HIGHWAY,SADHOPUR,AMBALA,132001,,,Haryana,North-West,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,Civil Engg.,60,Yes
36,1-3454261,New Institute,NATHDWARA INSTITUTE OF ENGINEERING & TECHNOLOGY,"UPALI ODEN, NATHDWARA","UPALI ODEN, NATHDWARA", NATHDWARA,RAJSAMAND,313301,,,Rajasthan,North-West,Unaided - Private,Engineering & Technology,Electronics and Communication,Post Graduate,ECE,60,Yes
,1-3454261,New Institute,NATHDWARA INSTITUTE OF ENGINEERING & TECHNOLOGY,"UPALI ODEN, NATHDWARA","UPALI ODEN, NATHDWARA", NATHDWARA,RAJSAMAND,313301,,,Rajasthan,North-West,Unaided - Private,Engineering & Technology,Civil Engineering,Graduate,CE,60,Yes
,1-3454261,New Institute,NATHDWARA INSTITUTE OF ENGINEERING & TECHNOLOGY,"UPALI ODEN, NATHDWARA","UPALI ODEN, NATHDWARA", NATHDWARA,RAJSAMAND,313301,,,Rajasthan,North-West,Unaided - Private,Engineering & Technology,Mechanical Engineering,Graduate,ME,60,Yes
,1-3454261,New Institute,NATHDWARA INSTITUTE OF ENGINEERING & TECHNOLOGY,"UPALI ODEN, NATHDWARA","UPALI ODEN, NATHDWARA", NATHDWARA,RAJSAMAND,313301,,,Rajasthan,North-West,Unaided - Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,EE,60,Yes
37,1-7349863,New Institute,PCTE Group of Institutes,"Ferozepur Road, Near Baddowal Cant. Ludhiana","Ferozepur Road, Near Baddowal Cant. Jhandey",Ludhiana,Ludhiana,142021,,,Punjab,North-West,Unaided-Private,Management,PG Diploma in Management,Post Graduate,Post Graduate Diploma in Management,120,Yes
38,1-15161971,New Institute,Pearl Institute of Business Management,"Village & Post- Pansal,
Bhilwara-311001
Rajasthan",,Bhilwara,Bhilwara,311001,,,Rajasthan,North-West,Unaided-Private,Management,PG Diploma in Management,Post Graduate,"PGDBM prog in Finance, IB,Marketing,HRM",60,Yes
39,1-4517431,New Institute,Periyar Management and Computer College,"Plot No. 1 & 2, Institutional Area,","Jasola, Sarita Vihar",New Delhi,New Delhi,100 025,,,New Delhi,North-West,Unaided-Private,Management,Master in Business Admin,Post Graduate,Master of Business Administration,120,Yes
40,1-8432201,New Institute,PINK CITY ENGINEERING COLLEGE AND RESEARCH CENTER,"GAWAR JATAN ,SANGANER JAIPUR",,JAIPUR,JAIPUR,303905,,,Rajasthan,North-West,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,ME,60,Yes
,1-8432201,New Institute,PINK CITY ENGINEERING COLLEGE AND RESEARCH CENTER,"GAWAR JATAN ,SANGANER JAIPUR",,JAIPUR,JAIPUR,303905,,,Rajasthan,North-West,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,ECE,60,Yes
,1-8432201,New Institute,PINK CITY ENGINEERING COLLEGE AND RESEARCH CENTER,"GAWAR JATAN ,SANGANER JAIPUR",,JAIPUR,JAIPUR,303905,,,Rajasthan,North-West,Unaided-Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,EE,60,Yes
,1-8432201,New Institute,PINK CITY ENGINEERING COLLEGE AND RESEARCH CENTER,"GAWAR JATAN ,SANGANER JAIPUR",,JAIPUR,JAIPUR,303905,,,Rajasthan,North-West,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,CSE,60,Yes
,1-8432201,New Institute,PINK CITY ENGINEERING COLLEGE AND RESEARCH CENTER,"GAWAR JATAN ,SANGANER JAIPUR",,JAIPUR,JAIPUR,303905,,,Rajasthan,North-West,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,CE,60,Yes
41,1-7372161,New Institute,RADIANT INSTITUTE OF ENGINEERING & TECHNOLOGY,"c/o Homoeopathic Medical College
Opp. BSF Cantonment,
Hanumangarh Road,
ABOHAR- 152116
PUNJAB",ABOHAR,ABOHAR,Ferozepure,152116,,,Punjab,North-West,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,Electronics & Communication Engineering,60,Yes
,1-7372161,New Institute,RADIANT INSTITUTE OF ENGINEERING & TECHNOLOGY,"c/o Homoeopathic Medical College
Opp. BSF Cantonment,
Hanumangarh Road,
ABOHAR- 152116
PUNJAB",ABOHAR,ABOHAR,Ferozepure,152116,,,Punjab,North-West,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,Mechanical Engineering,60,Yes
,1-7372161,New Institute,RADIANT INSTITUTE OF ENGINEERING & TECHNOLOGY,"c/o Homoeopathic Medical College
Opp. BSF Cantonment,
Hanumangarh Road,
ABOHAR- 152116
PUNJAB",ABOHAR,ABOHAR,Ferozepure,152116,,,Punjab,North-West,Unaided-Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,Electrical Engineering,60,Yes
,1-7372161,New Institute,RADIANT INSTITUTE OF ENGINEERING & TECHNOLOGY,"c/o Homoeopathic Medical College
Opp. BSF Cantonment,
Hanumangarh Road,
ABOHAR- 152116
PUNJAB",ABOHAR,ABOHAR,Ferozepure,152116,,,Punjab,North-West,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,Computer Science & Engineering,60,Yes
,1-7372161,New Institute,RADIANT INSTITUTE OF ENGINEERING & TECHNOLOGY,"c/o Homoeopathic Medical College
Opp. BSF Cantonment,
Hanumangarh Road,
ABOHAR- 152116
PUNJAB",ABOHAR,ABOHAR,Ferozepure,152116,,,Punjab,North-West,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,Civil Engineering,60,Yes
42,1-19361603,New Institute,"RAJASTHAN ENGINEERING COLLEGE, DAUSA","GANESHPURA ROAD SOMNATH NAGAR,
DAUSA",,DAUSA,DAUSA,303303,,,Rajasthan,North-West,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,ME,60,Yes
,1-19361603,New Institute,"RAJASTHAN ENGINEERING COLLEGE, DAUSA","GANESHPURA ROAD SOMNATH NAGAR,
DAUSA",,DAUSA,DAUSA,303303,,,Rajasthan,North-West,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,E&C,60,Yes
,1-19361603,New Institute,"RAJASTHAN ENGINEERING COLLEGE, DAUSA","GANESHPURA ROAD SOMNATH NAGAR,
DAUSA",,DAUSA,DAUSA,303303,,,Rajasthan,North-West,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,CS,60,Yes
,1-19361603,New Institute,"RAJASTHAN ENGINEERING COLLEGE, DAUSA","GANESHPURA ROAD SOMNATH NAGAR,
DAUSA",,DAUSA,DAUSA,303303,,,Rajasthan,North-West,Unaided-Private,Engineering & Technology,Civil Engineering,Graduate,CE,60,Yes
,1-19361603,New Institute,"RAJASTHAN ENGINEERING COLLEGE, DAUSA","GANESHPURA ROAD SOMNATH NAGAR,
DAUSA",,DAUSA,DAUSA,303303,,,Rajasthan,North-West,Unaided-Private,Engineering & Technology,Electrical / Electrical & Elex,Graduate,EE,60,Yes
43,1-1346381,New Institute,Rajasthan Vidyapeeth Vijay Singh Pathik Shramjeevee College of Management,"Anna Sagar, Circular Road",Ajmer,Kota,Ajmer,305001,,,Rajasthan,North-West,Unaided-Private,Management,Master in Business Admin,Post Graduate,MBA,120,Yes
44,1-5985351,New Institute,Rayat Bahra Group of Institutions,Education City V. Bohan,Hoshiarpur,Hoshiarpur,Hoshiarpur,146104,,,Punjab,North-West,Unaided-Private,Pharmacy,Pharmacy,Graduate,PH,60,Yes
,1-5985351,New Institute,Rayat Bahra Group of Institutions,Education City V. Bohan,Hoshiarpur,Hoshiarpur,Hoshiarpur,146104,,,Punjab,North-West,Unaided-Private,Management,Master in Business Admin,Post Graduate,MBA,120,Yes
,1-5985351,New Institute,Rayat Bahra Group of Institutions,Education City V. Bohan,Hoshiarpur,Hoshiarpur,Hoshiarpur,146104,,,Punjab,North-West,Unaided-Private,Engineering & Technology,Information Technology,Graduate,IT,60,Yes
,1-5985351,New Institute,Rayat Bahra Group of Institutions,Education City V. Bohan,Hoshiarpur,Hoshiarpur,Hoshiarpur,146104,,,Punjab,North-West,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,CS,120,Yes
,1-5985351,New Institute,Rayat Bahra Group of Institutions,Education City V. Bohan,Hoshiarpur,Hoshiarpur,Hoshiarpur,146104,,,Punjab,North-West,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,ECE,120,Yes
,1-5985351,New Institute,Rayat Bahra Group of Institutions,Education City V. Bohan,Hoshiarpur,Hoshiarpur,Hoshiarpur,146104,,,Punjab,North-West,Unaided-Private,Engineering & Technology,Information Technology,Graduate,IT,60,Yes
,1-5985351,New Institute,Rayat Bahra Group of Institutions,Education City V. Bohan,Hoshiarpur,Hoshiarpur,Hoshiarpur,146104,,,Punjab,North-West,Unaided-Private,Engineering & Technology,Electronics and Communication,Graduate,ECE,120,Yes
,1-5985351,New Institute,Rayat Bahra Group of Institutions,Education City V. Bohan,Hoshiarpur,Hoshiarpur,Hoshiarpur,146104,,,Punjab,North-West,Unaided-Private,Engineering & Technology,Computer Science & Engineering,Graduate,CS,60,Yes
,1-5985351,New Institute,Rayat Bahra Group of Institutions,Education City V. Bohan,Hoshiarpur,Hoshiarpur,Hoshiarpur,146104,,,Punjab,North-West,Unaided-Private,Engineering & Technology,Mechanical Engineering,Graduate,ME,60,Yes
